PRODUCTID,PRODUCT,TYPE,UNITPRICE,UNIT,QTY,TOTALSALES,CURRENCY,STORE,COUNTRY,YEAR
20,cabbage,vegetables,11.78,piece,1668,986973.16,CZK,Store D,Czech Republic,2020
21,lettuce,vegetables,14.136,piece,240,990365.8,CZK,Store D,Czech Republic,2020
22,spinach,vegetables,16.491999999999997,kg,1890,1021535.68,CZK,Store D,Czech Republic,2020
23,soy bean,vegetables,18.848,kg,1380,1047545.92,CZK,Store D,Czech Republic,2020
24,cauliflower,vegetables,14.136,piece,3103,1091409.93,CZK,Store D,Czech Republic,2020
25,bell pepper,vegetables,16.491999999999997,kg,1748,1120237.95,CZK,Store D,Czech Republic,2020
26,chilli pepper,vegetables,11.78,kg,3553,1162092.29,CZK,Store D,Czech Republic,2020
27,turnip,vegetables,9.424,kg,1370,1175003.17,CZK,Store D,Czech Republic,2020
28,corn,vegetables,7.068,kg,3306,1198369.98,CZK,Store D,Czech Republic,2020
29,sweetcorn,vegetables,9.424,kg,1786,1215201.24,CZK,Store D,Czech Republic,2020
30,sweet potato,vegetables,11.78,kg,1030,1227334.64,CZK,Store D,Czech Republic,2020
31,paprika,vegetables,47.12,kg,3126,1374631.76,CZK,Store D,Czech Republic,2020
32,jalepeno,vegetables,47.12,kg,1952,1466610.0,CZK,Store D,Czech Republic,2020
33,ginger,vegetables,35.339999999999996,kg,3214,1580192.76,CZK,Store D,Czech Republic,2020
34,garlic,vegetables,35.339999999999996,kg,5641,1779545.7,CZK,Store D,Czech Republic,2020
35,peas,vegetables,70.67999999999999,kg,897,1842945.66,CZK,Store D,Czech Republic,2020
36,eggplant,vegetables,35.339999999999996,kg,5065,2021942.76,CZK,Store D,Czech Republic,2020
1,banana,fruits,11.78,kg,1168,13759.04,CZK,Store E,Czech Republic,2020
2,apple,fruits,16.491999999999997,kg,1229,34027.71,CZK,Store E,Czech Republic,2020
3,pear,fruits,14.136,kg,1670,57634.83,CZK,Store E,Czech Republic,2020
4,grapes,fruits,28.272,kg,1514,100438.64,CZK,Store E,Czech Republic,2020
5,orange,fruits,18.848,kg,1256,124111.72,CZK,Store E,Czech Republic,2020
6,kiwi,fruits,21.204,piece,1485,155599.66,CZK,Store E,Czech Republic,2020
7,watermelon,fruits,117.8,kg,1837,371998.26,CZK,Store E,Czech Republic,2020
8,pomegranate,fruits,58.9,kg,1062,434550.06,CZK,Store E,Czech Republic,2020
9,pineapple,fruits,35.339999999999996,piece,2522,523677.54,CZK,Store E,Czech Republic,2020
10,mango,fruits,47.12,piece,1118,576357.7,CZK,Store E,Czech Republic,2020
11,cucumber,vegetables,9.424,piece,824,584123.08,CZK,Store E,Czech Republic,2020
12,carrot,vegetables,7.068,kg,231,585755.79,CZK,Store E,Czech Republic,2020
13,capsicum,vegetables,11.78,kg,1746,606323.67,CZK,Store E,Czech Republic,2020
14,onion,vegetables,4.712,kg,1459,613198.48,CZK,Store E,Czech Republic,2020
15,potato,vegetables,7.068,kg,1997,627313.27,CZK,Store E,Czech Republic,2020
16,lemon,vegetables,9.424,kg,2641,652202.06,CZK,Store E,Czech Republic,2020
17,tomato,vegetables,14.136,kg,826,663878.39,CZK,Store E,Czech Republic,2020
18,raddish,vegetables,7.068,kg,2251,679788.46,CZK,Store E,Czech Republic,2020
19,beetroot,vegetables,9.424,kg,5331,730027.8,CZK,Store E,Czech Republic,2020
20,cabbage,vegetables,11.78,piece,1903,752445.14,CZK,Store E,Czech Republic,2020
21,lettuce,vegetables,14.136,piece,742,762934.06,CZK,Store E,Czech Republic,2020
22,spinach,vegetables,16.491999999999997,kg,2816,809375.53,CZK,Store E,Czech Republic,2020
23,soy bean,vegetables,18.848,kg,214,813409.0,CZK,Store E,Czech Republic,2020
24,cauliflower,vegetables,14.136,piece,1881,839998.82,CZK,Store E,Czech Republic,2020
25,bell pepper,vegetables,16.491999999999997,kg,746,852301.85,CZK,Store E,Czech Republic,2020
26,chilli pepper,vegetables,11.78,kg,1038,864529.49,CZK,Store E,Czech Republic,2020
27,turnip,vegetables,9.424,kg,3446,897004.59,CZK,Store E,Czech Republic,2020
28,corn,vegetables,7.068,kg,2109,911911.0,CZK,Store E,Czech Republic,2020
29,sweetcorn,vegetables,9.424,kg,1467,925736.01,CZK,Store E,Czech Republic,2020
30,sweet potato,vegetables,11.78,kg,840,935631.21,CZK,Store E,Czech Republic,2020
31,paprika,vegetables,47.12,kg,1878,1024122.57,CZK,Store E,Czech Republic,2020
32,jalepeno,vegetables,47.12,kg,571,1051028.09,CZK,Store E,Czech Republic,2020
33,ginger,vegetables,35.339999999999996,kg,1096,1089760.73,CZK,Store E,Czech Republic,2020
34,garlic,vegetables,35.339999999999996,kg,794,1117820.69,CZK,Store E,Czech Republic,2020
35,peas,vegetables,70.67999999999999,kg,3786,1385415.17,CZK,Store E,Czech Republic,2020
36,eggplant,vegetables,35.339999999999996,kg,3925,1524124.67,CZK,Store E,Czech Republic,2020
1,banana,fruits,11.78,kg,776,9141.28,CZK,Store A,Czech Republic,2021
2,apple,fruits,16.491999999999997,kg,3816,72074.75,CZK,Store A,Czech Republic,2021
3,pear,fruits,14.136,kg,2142,102354.06,CZK,Store A,Czech Republic,2021
4,grapes,fruits,28.272,kg,176,107329.94,CZK,Store A,Czech Republic,2021
5,orange,fruits,18.848,kg,568,118035.6,CZK,Store A,Czech Republic,2021
6,kiwi,fruits,21.204,piece,542,129528.17,CZK,Store A,Czech Republic,2021
7,watermelon,fruits,117.8,kg,2607,436632.77,CZK,Store A,Czech Republic,2021
8,pomegranate,fruits,58.9,kg,855,486992.27,CZK,Store A,Czech Republic,2021
9,pineapple,fruits,35.339999999999996,piece,3127,597500.45,CZK,Store A,Czech Republic,2021
10,mango,fruits,47.12,piece,1525,669358.45,CZK,Store A,Czech Republic,2021
11,cucumber,vegetables,9.424,piece,5077,717204.1,CZK,Store A,Czech Republic,2021
12,carrot,vegetables,7.068,kg,5801,758205.56,CZK,Store A,Czech Republic,2021
13,capsicum,vegetables,11.78,kg,1972,781435.72,CZK,Store A,Czech Republic,2021
14,onion,vegetables,4.712,kg,1344,787768.65,CZK,Store A,Czech Republic,2021
15,potato,vegetables,7.068,kg,1053,795211.26,CZK,Store A,Czech Republic,2021
16,lemon,vegetables,9.424,kg,325,798274.06,CZK,Store A,Czech Republic,2021
17,tomato,vegetables,14.136,kg,4907,867639.41,CZK,Store A,Czech Republic,2021
18,raddish,vegetables,7.068,kg,1084,875301.12,CZK,Store A,Czech Republic,2021
19,beetroot,vegetables,9.424,kg,2560,899426.56,CZK,Store A,Czech Republic,2021
20,cabbage,vegetables,11.78,piece,3421,939725.94,CZK,Store A,Czech Republic,2021
21,lettuce,vegetables,14.136,piece,2895,980649.66,CZK,Store A,Czech Republic,2021
22,spinach,vegetables,16.491999999999997,kg,2697,1025128.58,CZK,Store A,Czech Republic,2021
23,soy bean,vegetables,18.848,kg,306,1030896.07,CZK,Store A,Czech Republic,2021
24,cauliflower,vegetables,14.136,piece,1433,1051152.96,CZK,Store A,Czech Republic,2021
25,bell pepper,vegetables,16.491999999999997,kg,1925,1082900.06,CZK,Store A,Czech Republic,2021
26,chilli pepper,vegetables,11.78,kg,3778,1127404.9,CZK,Store A,Czech Republic,2021
27,turnip,vegetables,9.424,kg,437,1131523.19,CZK,Store A,Czech Republic,2021
28,corn,vegetables,7.068,kg,509,1135120.8,CZK,Store A,Czech Republic,2021
29,sweetcorn,vegetables,9.424,kg,1126,1145732.22,CZK,Store A,Czech Republic,2021
30,sweet potato,vegetables,11.78,kg,780,1154920.62,CZK,Store A,Czech Republic,2021
31,paprika,vegetables,47.12,kg,1379,1219899.1,CZK,Store A,Czech Republic,2021
32,jalepeno,vegetables,47.12,kg,3844,1401028.38,CZK,Store A,Czech Republic,2021
33,ginger,vegetables,35.339999999999996,kg,572,1421242.86,CZK,Store A,Czech Republic,2021
34,garlic,vegetables,35.339999999999996,kg,1615,1478316.96,CZK,Store A,Czech Republic,2021
35,peas,vegetables,70.67999999999999,kg,450,1510122.96,CZK,Store A,Czech Republic,2021
36,eggplant,vegetables,35.339999999999996,kg,1796,1573593.6,CZK,Store A,Czech Republic,2021
1,banana,fruits,11.78,kg,2165,25503.7,CZK,Store B,Czech Republic,2021
2,apple,fruits,16.491999999999997,kg,687,36833.7,CZK,Store B,Czech Republic,2021
3,pear,fruits,14.136,kg,367,42021.62,CZK,Store B,Czech Republic,2021
4,grapes,fruits,28.272,kg,1173,75184.67,CZK,Store B,Czech Republic,2021
5,orange,fruits,18.848,kg,336,81517.6,CZK,Store B,Czech Republic,2021
6,kiwi,fruits,21.204,piece,3204,149455.22,CZK,Store B,Czech Republic,2021
7,watermelon,fruits,117.8,kg,167,169127.82,CZK,Store B,Czech Republic,2021
8,pomegranate,fruits,58.9,kg,3671,385349.72,CZK,Store B,Czech Republic,2021
9,pineapple,fruits,35.339999999999996,piece,1393,434578.34,CZK,Store B,Czech Republic,2021
10,mango,fruits,47.12,piece,158,442023.3,CZK,Store B,Czech Republic,2021
11,cucumber,vegetables,9.424,piece,5719,495919.15,CZK,Store B,Czech Republic,2021
12,carrot,vegetables,7.068,kg,1732,508160.93,CZK,Store B,Czech Republic,2021
13,capsicum,vegetables,11.78,kg,684,516218.45,CZK,Store B,Czech Republic,2021
14,onion,vegetables,4.712,kg,635,519210.57,CZK,Store B,Czech Republic,2021
15,potato,vegetables,7.068,kg,2059,533763.58,CZK,Store B,Czech Republic,2021
16,lemon,vegetables,9.424,kg,1500,547899.58,CZK,Store B,Czech Republic,2021
17,tomato,vegetables,14.136,kg,3053,591056.79,CZK,Store B,Czech Republic,2021
18,raddish,vegetables,7.068,kg,2366,607779.68,CZK,Store B,Czech Republic,2021
19,beetroot,vegetables,9.424,kg,1980,626439.2,CZK,Store B,Czech Republic,2021
20,cabbage,vegetables,11.78,piece,3232,664512.16,CZK,Store B,Czech Republic,2021
21,lettuce,vegetables,14.136,piece,3787,718045.19,CZK,Store B,Czech Republic,2021
22,spinach,vegetables,16.491999999999997,kg,456,725565.54,CZK,Store B,Czech Republic,2021
23,soy bean,vegetables,18.848,kg,504,735064.93,CZK,Store B,Czech Republic,2021
24,cauliflower,vegetables,14.136,piece,3407,783226.28,CZK,Store B,Czech Republic,2021
25,bell pepper,vegetables,16.491999999999997,kg,1792,812779.95,CZK,Store B,Czech Republic,2021
26,chilli pepper,vegetables,11.78,kg,428,817821.79,CZK,Store B,Czech Republic,2021
27,turnip,vegetables,9.424,kg,5070,865601.47,CZK,Store B,Czech Republic,2021
28,corn,vegetables,7.068,kg,3720,891894.43,CZK,Store B,Czech Republic,2021
29,sweetcorn,vegetables,9.424,kg,257,894316.4,CZK,Store B,Czech Republic,2021
30,sweet potato,vegetables,11.78,kg,121,895741.78,CZK,Store B,Czech Republic,2021
31,paprika,vegetables,47.12,kg,1680,974903.38,CZK,Store B,Czech Republic,2021
32,jalepeno,vegetables,47.12,kg,443,995777.54,CZK,Store B,Czech Republic,2021
33,ginger,vegetables,35.339999999999996,kg,2677,1090382.72,CZK,Store B,Czech Republic,2021
34,garlic,vegetables,35.339999999999996,kg,1186,1132295.96,CZK,Store B,Czech Republic,2021
35,peas,vegetables,70.67999999999999,kg,3833,1403212.4,CZK,Store B,Czech Republic,2021
36,eggplant,vegetables,35.339999999999996,kg,1372,1451698.88,CZK,Store B,Czech Republic,2021
1,banana,fruits,11.78,kg,363,4276.14,CZK,Store C,Czech Republic,2021
2,apple,fruits,16.491999999999997,kg,1627,31108.62,CZK,Store C,Czech Republic,2021
3,pear,fruits,14.136,kg,508,38289.71,CZK,Store C,Czech Republic,2021
4,grapes,fruits,28.272,kg,2387,105774.98,CZK,Store C,Czech Republic,2021
5,orange,fruits,18.848,kg,695,118874.34,CZK,Store C,Czech Republic,2021
6,kiwi,fruits,21.204,piece,1359,147690.57,CZK,Store C,Czech Republic,2021
7,watermelon,fruits,117.8,kg,1211,290346.37,CZK,Store C,Czech Republic,2021
8,pomegranate,fruits,58.9,kg,1916,403198.77,CZK,Store C,Czech Republic,2021
9,pineapple,fruits,35.339999999999996,piece,829,432495.63,CZK,Store C,Czech Republic,2021
10,mango,fruits,47.12,piece,328,447950.99,CZK,Store C,Czech Republic,2021
11,cucumber,vegetables,9.424,piece,1219,459438.85,CZK,Store C,Czech Republic,2021
12,carrot,vegetables,7.068,kg,221,461000.88,CZK,Store C,Czech Republic,2021
13,capsicum,vegetables,11.78,kg,1095,473899.98,CZK,Store C,Czech Republic,2021
14,onion,vegetables,4.712,kg,1339,480209.34,CZK,Store C,Czech Republic,2021
15,potato,vegetables,7.068,kg,4917,514962.7,CZK,Store C,Czech Republic,2021
16,lemon,vegetables,9.424,kg,2480,538334.22,CZK,Store C,Czech Republic,2021
17,tomato,vegetables,14.136,kg,5328,613650.83,CZK,Store C,Czech Republic,2021
18,raddish,vegetables,7.068,kg,378,616322.53,CZK,Store C,Czech Republic,2021
19,beetroot,vegetables,9.424,kg,2250,637526.53,CZK,Store C,Czech Republic,2021
20,cabbage,vegetables,11.78,piece,1309,652946.55,CZK,Store C,Czech Republic,2021
21,lettuce,vegetables,14.136,piece,257,656579.5,CZK,Store C,Czech Republic,2021
22,spinach,vegetables,16.491999999999997,kg,1087,674506.31,CZK,Store C,Czech Republic,2021
23,soy bean,vegetables,18.848,kg,1572,704135.36,CZK,Store C,Czech Republic,2021
24,cauliflower,vegetables,14.136,piece,407,709888.72,CZK,Store C,Czech Republic,2021
25,bell pepper,vegetables,16.491999999999997,kg,541,718810.89,CZK,Store C,Czech Republic,2021
26,chilli pepper,vegetables,11.78,kg,989,730461.31,CZK,Store C,Czech Republic,2021
27,turnip,vegetables,9.424,kg,3800,766272.51,CZK,Store C,Czech Republic,2021
28,corn,vegetables,7.068,kg,830,772138.95,CZK,Store C,Czech Republic,2021
29,sweetcorn,vegetables,9.424,kg,1538,786633.06,CZK,Store C,Czech Republic,2021
30,sweet potato,vegetables,11.78,kg,1676,806376.34,CZK,Store C,Czech Republic,2021
31,paprika,vegetables,47.12,kg,523,831020.1,CZK,Store C,Czech Republic,2021
32,jalepeno,vegetables,47.12,kg,2802,963050.34,CZK,Store C,Czech Republic,2021
33,ginger,vegetables,35.339999999999996,kg,4875,1135332.84,CZK,Store C,Czech Republic,2021
34,garlic,vegetables,35.339999999999996,kg,3646,1264182.48,CZK,Store C,Czech Republic,2021
35,peas,vegetables,70.67999999999999,kg,1554,1374019.2,CZK,Store C,Czech Republic,2021
36,eggplant,vegetables,35.339999999999996,kg,221,1381829.34,CZK,Store C,Czech Republic,2021
1,banana,fruits,11.78,kg,226,2662.28,CZK,Store D,Czech Republic,2021
2,apple,fruits,16.491999999999997,kg,76,3915.67,CZK,Store D,Czech Republic,2021
3,pear,fruits,14.136,kg,5813,86088.24,CZK,Store D,Czech Republic,2021
4,grapes,fruits,28.272,kg,67,87982.46,CZK,Store D,Czech Republic,2021
5,orange,fruits,18.848,kg,1427,114878.56,CZK,Store D,Czech Republic,2021
6,kiwi,fruits,21.204,piece,389,123126.92,CZK,Store D,Czech Republic,2021
7,watermelon,fruits,117.8,kg,3158,495139.32,CZK,Store D,Czech Republic,2021
8,pomegranate,fruits,58.9,kg,1457,580956.62,CZK,Store D,Czech Republic,2021
9,pineapple,fruits,35.339999999999996,piece,826,610147.46,CZK,Store D,Czech Republic,2021
10,mango,fruits,47.12,piece,1954,702219.94,CZK,Store D,Czech Republic,2021
11,cucumber,vegetables,9.424,piece,1820,719371.62,CZK,Store D,Czech Republic,2021
12,carrot,vegetables,7.068,kg,5434,757779.13,CZK,Store D,Czech Republic,2021
13,capsicum,vegetables,11.78,kg,1477,775178.19,CZK,Store D,Czech Republic,2021
14,onion,vegetables,4.712,kg,1272,781171.85,CZK,Store D,Czech Republic,2021
15,potato,vegetables,7.068,kg,1166,789413.14,CZK,Store D,Czech Republic,2021
16,lemon,vegetables,9.424,kg,3971,826835.84,CZK,Store D,Czech Republic,2021
17,tomato,vegetables,14.136,kg,1565,848958.68,CZK,Store D,Czech Republic,2021
18,raddish,vegetables,7.068,kg,118,849792.71,CZK,Store D,Czech Republic,2021
19,beetroot,vegetables,9.424,kg,2700,875237.51,CZK,Store D,Czech Republic,2021
20,cabbage,vegetables,11.78,piece,2469,904322.33,CZK,Store D,Czech Republic,2021
21,lettuce,vegetables,14.136,piece,3460,953232.89,CZK,Store D,Czech Republic,2021
22,spinach,vegetables,16.491999999999997,kg,782,966129.63,CZK,Store D,Czech Republic,2021
23,soy bean,vegetables,18.848,kg,1780,999679.07,CZK,Store D,Czech Republic,2021
24,cauliflower,vegetables,14.136,piece,3552,1049890.14,CZK,Store D,Czech Republic,2021
25,bell pepper,vegetables,16.491999999999997,kg,3770,1112064.98,CZK,Store D,Czech Republic,2021
26,chilli pepper,vegetables,11.78,kg,4454,1164533.1,CZK,Store D,Czech Republic,2021
27,turnip,vegetables,9.424,kg,1245,1176265.98,CZK,Store D,Czech Republic,2021
28,corn,vegetables,7.068,kg,4026,1204721.75,CZK,Store D,Czech Republic,2021
29,sweetcorn,vegetables,9.424,kg,1670,1220459.83,CZK,Store D,Czech Republic,2021
30,sweet potato,vegetables,11.78,kg,1459,1237646.85,CZK,Store D,Czech Republic,2021
31,paprika,vegetables,47.12,kg,1371,1302248.37,CZK,Store D,Czech Republic,2021
32,jalepeno,vegetables,47.12,kg,1279,1362514.85,CZK,Store D,Czech Republic,2021
33,ginger,vegetables,35.339999999999996,kg,658,1385768.57,CZK,Store D,Czech Republic,2021
34,garlic,vegetables,35.339999999999996,kg,159,1391387.63,CZK,Store D,Czech Republic,2021
35,peas,vegetables,70.67999999999999,kg,889,1454222.15,CZK,Store D,Czech Republic,2021
36,eggplant,vegetables,35.339999999999996,kg,1252,1498467.83,CZK,Store D,Czech Republic,2021
1,banana,fruits,11.78,kg,3413,40205.14,CZK,Store E,Czech Republic,2021
2,apple,fruits,16.491999999999997,kg,5559,131884.17,CZK,Store E,Czech Republic,2021
3,pear,fruits,14.136,kg,3427,180328.24,CZK,Store E,Czech Republic,2021
4,grapes,fruits,28.272,kg,138,184229.78,CZK,Store E,Czech Republic,2021
5,orange,fruits,18.848,kg,2399,229446.13,CZK,Store E,Czech Republic,2021
6,kiwi,fruits,21.204,piece,980,250226.05,CZK,Store E,Czech Republic,2021
7,watermelon,fruits,117.8,kg,5587,908374.65,CZK,Store E,Czech Republic,2021
8,pomegranate,fruits,58.9,kg,302,926162.45,CZK,Store E,Czech Republic,2021
9,pineapple,fruits,35.339999999999996,piece,3901,1064023.79,CZK,Store E,Czech Republic,2021
10,mango,fruits,47.12,piece,2540,1183708.59,CZK,Store E,Czech Republic,2021
11,cucumber,vegetables,9.424,piece,1035,1193462.43,CZK,Store E,Czech Republic,2021
12,carrot,vegetables,7.068,kg,1991,1207534.82,CZK,Store E,Czech Republic,2021
13,capsicum,vegetables,11.78,kg,1117,1220693.08,CZK,Store E,Czech Republic,2021
14,onion,vegetables,4.712,kg,2567,1232788.78,CZK,Store E,Czech Republic,2021
15,potato,vegetables,7.068,kg,4307,1263230.66,CZK,Store E,Czech Republic,2021
16,lemon,vegetables,9.424,kg,5616,1316155.84,CZK,Store E,Czech Republic,2021
17,tomato,vegetables,14.136,kg,103,1317611.85,CZK,Store E,Czech Republic,2021
18,raddish,vegetables,7.068,kg,1882,1330913.82,CZK,Store E,Czech Republic,2021
19,beetroot,vegetables,9.424,kg,1113,1341402.74,CZK,Store E,Czech Republic,2021
20,cabbage,vegetables,11.78,piece,762,1350379.1,CZK,Store E,Czech Republic,2021
21,lettuce,vegetables,14.136,piece,1154,1366692.04,CZK,Store E,Czech Republic,2021
22,spinach,vegetables,16.491999999999997,kg,423,1373668.16,CZK,Store E,Czech Republic,2021
23,soy bean,vegetables,18.848,kg,3360,1436997.44,CZK,Store E,Czech Republic,2021
24,cauliflower,vegetables,14.136,piece,157,1439216.79,CZK,Store E,Czech Republic,2021
25,bell pepper,vegetables,16.491999999999997,kg,2248,1476290.8,CZK,Store E,Czech Republic,2021
26,chilli pepper,vegetables,11.78,kg,3936,1522656.88,CZK,Store E,Czech Republic,2021
27,turnip,vegetables,9.424,kg,1062,1532665.17,CZK,Store E,Czech Republic,2021
28,corn,vegetables,7.068,kg,3264,1555735.12,CZK,Store E,Czech Republic,2021
29,sweetcorn,vegetables,9.424,kg,1033,1565470.12,CZK,Store E,Czech Republic,2021
30,sweet potato,vegetables,11.78,kg,787,1574740.98,CZK,Store E,Czech Republic,2021
31,paprika,vegetables,47.12,kg,2910,1711860.18,CZK,Store E,Czech Republic,2021
32,jalepeno,vegetables,47.12,kg,700,1744844.18,CZK,Store E,Czech Republic,2021
33,ginger,vegetables,35.339999999999996,kg,738,1770925.1,CZK,Store E,Czech Republic,2021
34,garlic,vegetables,35.339999999999996,kg,1722,1831780.58,CZK,Store E,Czech Republic,2021
35,peas,vegetables,70.67999999999999,kg,1933,1968405.02,CZK,Store E,Czech Republic,2021
36,eggplant,vegetables,35.339999999999996,kg,3082,2077322.9,CZK,Store E,Czech Republic,2021
1,banana,fruits,11.78,kg,3301,38885.78,CZK,Store A,Czech Republic,2022
2,apple,fruits,16.491999999999997,kg,1099,57010.49,CZK,Store A,Czech Republic,2022
3,pear,fruits,14.136,kg,5745,138221.81,CZK,Store A,Czech Republic,2022
4,grapes,fruits,28.272,kg,3099,225836.74,CZK,Store A,Czech Republic,2022
5,orange,fruits,18.848,kg,1718,258217.6,CZK,Store A,Czech Republic,2022
6,kiwi,fruits,21.204,piece,3453,331435.01,CZK,Store A,Czech Republic,2022
7,watermelon,fruits,117.8,kg,2729,652911.21,CZK,Store A,Czech Republic,2022
8,pomegranate,fruits,58.9,kg,2986,828786.61,CZK,Store A,Czech Republic,2022
9,pineapple,fruits,35.339999999999996,piece,3123,939153.43,CZK,Store A,Czech Republic,2022
10,mango,fruits,47.12,piece,53,941650.79,CZK,Store A,Czech Republic,2022
11,cucumber,vegetables,9.424,piece,4799,986876.57,CZK,Store A,Czech Republic,2022
12,carrot,vegetables,7.068,kg,2764,1006412.52,CZK,Store A,Czech Republic,2022
13,capsicum,vegetables,11.78,kg,5100,1066490.52,CZK,Store A,Czech Republic,2022
14,onion,vegetables,4.712,kg,3499,1082977.81,CZK,Store A,Czech Republic,2022
15,potato,vegetables,7.068,kg,248,1084730.67,CZK,Store A,Czech Republic,2022
16,lemon,vegetables,9.424,kg,1269,1096689.73,CZK,Store A,Czech Republic,2022
17,tomato,vegetables,14.136,kg,1921,1123844.98,CZK,Store A,Czech Republic,2022
18,raddish,vegetables,7.068,kg,1868,1137048.01,CZK,Store A,Czech Republic,2022
19,beetroot,vegetables,9.424,kg,1470,1150901.29,CZK,Store A,Czech Republic,2022
20,cabbage,vegetables,11.78,piece,1548,1169136.73,CZK,Store A,Czech Republic,2022
21,lettuce,vegetables,14.136,piece,2523,1204801.86,CZK,Store A,Czech Republic,2022
22,spinach,vegetables,16.491999999999997,kg,2191,1240935.83,CZK,Store A,Czech Republic,2022
23,soy bean,vegetables,18.848,kg,116,1243122.2,CZK,Store A,Czech Republic,2022
24,cauliflower,vegetables,14.136,piece,167,1245482.91,CZK,Store A,Czech Republic,2022
25,bell pepper,vegetables,16.491999999999997,kg,502,1253761.89,CZK,Store A,Czech Republic,2022
26,chilli pepper,vegetables,11.78,kg,144,1255458.21,CZK,Store A,Czech Republic,2022
27,turnip,vegetables,9.424,kg,383,1259067.6,CZK,Store A,Czech Republic,2022
28,corn,vegetables,7.068,kg,646,1263633.53,CZK,Store A,Czech Republic,2022
29,sweetcorn,vegetables,9.424,kg,1298,1275865.88,CZK,Store A,Czech Republic,2022
30,sweet potato,vegetables,11.78,kg,2931,1310393.06,CZK,Store A,Czech Republic,2022
31,paprika,vegetables,47.12,kg,5398,1564746.82,CZK,Store A,Czech Republic,2022
32,jalepeno,vegetables,47.12,kg,686,1597071.14,CZK,Store A,Czech Republic,2022
33,ginger,vegetables,35.339999999999996,kg,4960,1772357.54,CZK,Store A,Czech Republic,2022
34,garlic,vegetables,35.339999999999996,kg,3904,1910324.9,CZK,Store A,Czech Republic,2022
35,peas,vegetables,70.67999999999999,kg,2200,2065820.9,CZK,Store A,Czech Republic,2022
36,eggplant,vegetables,35.339999999999996,kg,686,2090064.14,CZK,Store A,Czech Republic,2022
1,banana,fruits,11.78,kg,1723,20296.94,CZK,Store B,Czech Republic,2022
2,apple,fruits,16.491999999999997,kg,294,25145.59,CZK,Store B,Czech Republic,2022
3,pear,fruits,14.136,kg,3698,77420.52,CZK,Store B,Czech Republic,2022
4,grapes,fruits,28.272,kg,2910,159692.04,CZK,Store B,Czech Republic,2022
5,orange,fruits,18.848,kg,655,172037.48,CZK,Store B,Czech Republic,2022
6,kiwi,fruits,21.204,piece,677,186392.58,CZK,Store B,Czech Republic,2022
7,watermelon,fruits,117.8,kg,956,299009.38,CZK,Store B,Czech Republic,2022
8,pomegranate,fruits,58.9,kg,2345,437129.88,CZK,Store B,Czech Republic,2022
9,pineapple,fruits,35.339999999999996,piece,619,459005.34,CZK,Store B,Czech Republic,2022
10,mango,fruits,47.12,piece,2370,570679.74,CZK,Store B,Czech Republic,2022
11,cucumber,vegetables,9.424,piece,2320,592543.42,CZK,Store B,Czech Republic,2022
12,carrot,vegetables,7.068,kg,941,599194.41,CZK,Store B,Czech Republic,2022
13,capsicum,vegetables,11.78,kg,3477,640153.47,CZK,Store B,Czech Republic,2022
14,onion,vegetables,4.712,kg,3022,654393.14,CZK,Store B,Czech Republic,2022
15,potato,vegetables,7.068,kg,1792,667058.99,CZK,Store B,Czech Republic,2022
16,lemon,vegetables,9.424,kg,5984,723452.21,CZK,Store B,Czech Republic,2022
17,tomato,vegetables,14.136,kg,121,725162.66,CZK,Store B,Czech Republic,2022
18,raddish,vegetables,7.068,kg,697,730089.06,CZK,Store B,Czech Republic,2022
19,beetroot,vegetables,9.424,kg,2109,749964.28,CZK,Store B,Czech Republic,2022
20,cabbage,vegetables,11.78,piece,827,759706.34,CZK,Store B,Czech Republic,2022
21,lettuce,vegetables,14.136,piece,3468,808729.98,CZK,Store B,Czech Republic,2022
22,spinach,vegetables,16.491999999999997,kg,1464,832874.27,CZK,Store B,Czech Republic,2022
23,soy bean,vegetables,18.848,kg,1919,869043.58,CZK,Store B,Czech Republic,2022
24,cauliflower,vegetables,14.136,piece,1228,886402.59,CZK,Store B,Czech Republic,2022
25,bell pepper,vegetables,16.491999999999997,kg,732,898474.74,CZK,Store B,Czech Republic,2022
26,chilli pepper,vegetables,11.78,kg,1209,912716.76,CZK,Store B,Czech Republic,2022
27,turnip,vegetables,9.424,kg,238,914959.67,CZK,Store B,Czech Republic,2022
28,corn,vegetables,7.068,kg,3884,942411.78,CZK,Store B,Czech Republic,2022
29,sweetcorn,vegetables,9.424,kg,1466,956227.36,CZK,Store B,Czech Republic,2022
30,sweet potato,vegetables,11.78,kg,3819,1001215.18,CZK,Store B,Czech Republic,2022
31,paprika,vegetables,47.12,kg,4054,1192239.66,CZK,Store B,Czech Republic,2022
32,jalepeno,vegetables,47.12,kg,3531,1358620.38,CZK,Store B,Czech Republic,2022
33,ginger,vegetables,35.339999999999996,kg,1861,1424388.12,CZK,Store B,Czech Republic,2022
34,garlic,vegetables,35.339999999999996,kg,1632,1482063.0,CZK,Store B,Czech Republic,2022
35,peas,vegetables,70.67999999999999,kg,3967,1762450.56,CZK,Store B,Czech Republic,2022
36,eggplant,vegetables,35.339999999999996,kg,366,1775385.0,CZK,Store B,Czech Republic,2022
1,banana,fruits,11.78,kg,2819,33207.82,CZK,Store C,Czech Republic,2022
2,apple,fruits,16.491999999999997,kg,443,40513.78,CZK,Store C,Czech Republic,2022
3,pear,fruits,14.136,kg,2547,76518.17,CZK,Store C,Czech Republic,2022
