PRODUCTID,PRODUCT,TYPE,UNITPRICE,UNIT,QTY,TOTALSALES,CURRENCY,STORE,COUNTRY,YEAR
23,soy bean,vegetables,0.8,kg,9334,549339.3,EUR,Store D,Germany,2020
24,cauliflower,vegetables,0.6,piece,51942,580504.5,EUR,Store D,Germany,2020
25,bell pepper,vegetables,0.7,kg,13185,589734.0,EUR,Store D,Germany,2020
26,chilli pepper,vegetables,0.5,kg,29069,604268.5,EUR,Store D,Germany,2020
27,turnip,vegetables,0.4,kg,16507,610871.3,EUR,Store D,Germany,2020
28,corn,vegetables,0.3,kg,73625,632958.8,EUR,Store D,Germany,2020
29,sweetcorn,vegetables,0.4,kg,25911,643323.2,EUR,Store D,Germany,2020
30,sweet potato,vegetables,0.5,kg,17235,651940.7,EUR,Store D,Germany,2020
31,paprika,vegetables,2.0,kg,4277,660494.7,EUR,Store D,Germany,2020
32,jalepeno,vegetables,2.0,kg,79525,819544.7,EUR,Store D,Germany,2020
33,ginger,vegetables,1.5,kg,34403,871149.2,EUR,Store D,Germany,2020
34,garlic,vegetables,1.5,kg,3987,877129.7,EUR,Store D,Germany,2020
35,peas,vegetables,3.0,kg,38418,992383.7,EUR,Store D,Germany,2020
36,eggplant,vegetables,1.5,kg,17734,1018984.7,EUR,Store D,Germany,2020
1,banana,fruits,0.5,kg,16872,8436.0,EUR,Store E,Germany,2020
2,apple,fruits,0.7,kg,5563,12330.1,EUR,Store E,Germany,2020
3,pear,fruits,0.6,kg,28833,29629.9,EUR,Store E,Germany,2020
4,grapes,fruits,1.2,kg,15779,48564.7,EUR,Store E,Germany,2020
5,orange,fruits,0.8,kg,31589,73835.9,EUR,Store E,Germany,2020
6,kiwi,fruits,0.9,piece,22282,93889.7,EUR,Store E,Germany,2020
7,watermelon,fruits,5.0,kg,47008,328929.7,EUR,Store E,Germany,2020
8,pomegranate,fruits,2.5,kg,50496,455169.7,EUR,Store E,Germany,2020
9,pineapple,fruits,1.5,piece,33555,505502.2,EUR,Store E,Germany,2020
10,mango,fruits,2.0,piece,15210,535922.2,EUR,Store E,Germany,2020
11,cucumber,vegetables,0.4,piece,9919,539889.8,EUR,Store E,Germany,2020
12,carrot,vegetables,0.3,kg,12065,543509.3,EUR,Store E,Germany,2020
13,capsicum,vegetables,0.5,kg,10998,549008.3,EUR,Store E,Germany,2020
14,onion,vegetables,0.2,kg,3147,549637.7,EUR,Store E,Germany,2020
15,potato,vegetables,0.3,kg,58566,567207.5,EUR,Store E,Germany,2020
16,lemon,vegetables,0.4,kg,40758,583510.7,EUR,Store E,Germany,2020
17,tomato,vegetables,0.6,kg,21646,596498.3,EUR,Store E,Germany,2020
18,raddish,vegetables,0.3,kg,31842,606050.9,EUR,Store E,Germany,2020
19,beetroot,vegetables,0.4,kg,13132,611303.7,EUR,Store E,Germany,2020
20,cabbage,vegetables,0.5,piece,4740,613673.7,EUR,Store E,Germany,2020
21,lettuce,vegetables,0.6,piece,58915,649022.7,EUR,Store E,Germany,2020
22,spinach,vegetables,0.7,kg,5981,653209.4,EUR,Store E,Germany,2020
23,soy bean,vegetables,0.8,kg,52666,695342.2,EUR,Store E,Germany,2020
24,cauliflower,vegetables,0.6,piece,24211,709868.8,EUR,Store E,Germany,2020
25,bell pepper,vegetables,0.7,kg,48833,744051.9,EUR,Store E,Germany,2020
26,chilli pepper,vegetables,0.5,kg,7159,747631.4,EUR,Store E,Germany,2020
27,turnip,vegetables,0.4,kg,15090,753667.4,EUR,Store E,Germany,2020
28,corn,vegetables,0.3,kg,10872,756929.0,EUR,Store E,Germany,2020
29,sweetcorn,vegetables,0.4,kg,57752,780029.8,EUR,Store E,Germany,2020
30,sweet potato,vegetables,0.5,kg,22448,791253.8,EUR,Store E,Germany,2020
31,paprika,vegetables,2.0,kg,77295,945843.8,EUR,Store E,Germany,2020
32,jalepeno,vegetables,2.0,kg,13714,973271.8,EUR,Store E,Germany,2020
33,ginger,vegetables,1.5,kg,2469,976975.3,EUR,Store E,Germany,2020
34,garlic,vegetables,1.5,kg,34274,1028386.3,EUR,Store E,Germany,2020
35,peas,vegetables,3.0,kg,27612,1111222.3,EUR,Store E,Germany,2020
36,eggplant,vegetables,1.5,kg,26789,1151405.8,EUR,Store E,Germany,2020
1,banana,fruits,0.5,kg,12803,6401.5,EUR,Store F,Germany,2020
2,apple,fruits,0.7,kg,2854,8399.3,EUR,Store F,Germany,2020
3,pear,fruits,0.6,kg,68349,49408.7,EUR,Store F,Germany,2020
4,grapes,fruits,1.2,kg,10012,61423.1,EUR,Store F,Germany,2020
5,orange,fruits,0.8,kg,19960,77391.1,EUR,Store F,Germany,2020
6,kiwi,fruits,0.9,piece,26019,100808.2,EUR,Store F,Germany,2020
7,watermelon,fruits,5.0,kg,52357,362593.2,EUR,Store F,Germany,2020
8,pomegranate,fruits,2.5,kg,19710,411868.2,EUR,Store F,Germany,2020
9,pineapple,fruits,1.5,piece,69872,516676.2,EUR,Store F,Germany,2020
10,mango,fruits,2.0,piece,43533,603742.2,EUR,Store F,Germany,2020
11,cucumber,vegetables,0.4,piece,28132,614995.0,EUR,Store F,Germany,2020
12,carrot,vegetables,0.3,kg,44307,628287.1,EUR,Store F,Germany,2020
13,capsicum,vegetables,0.5,kg,13760,635167.1,EUR,Store F,Germany,2020
14,onion,vegetables,0.2,kg,23789,639924.9,EUR,Store F,Germany,2020
15,potato,vegetables,0.3,kg,56908,656997.3,EUR,Store F,Germany,2020
16,lemon,vegetables,0.4,kg,68627,684448.1,EUR,Store F,Germany,2020
17,tomato,vegetables,0.6,kg,87498,736946.9,EUR,Store F,Germany,2020
18,raddish,vegetables,0.3,kg,22133,743586.8,EUR,Store F,Germany,2020
19,beetroot,vegetables,0.4,kg,21360,752130.8,EUR,Store F,Germany,2020
20,cabbage,vegetables,0.5,piece,14290,759275.8,EUR,Store F,Germany,2020
21,lettuce,vegetables,0.6,piece,58104,794138.2,EUR,Store F,Germany,2020
22,spinach,vegetables,0.7,kg,52261,830720.9,EUR,Store F,Germany,2020
23,soy bean,vegetables,0.8,kg,29206,854085.7,EUR,Store F,Germany,2020
24,cauliflower,vegetables,0.6,piece,14311,862672.3,EUR,Store F,Germany,2020
25,bell pepper,vegetables,0.7,kg,3724,865279.1,EUR,Store F,Germany,2020
26,chilli pepper,vegetables,0.5,kg,27149,878853.6,EUR,Store F,Germany,2020
27,turnip,vegetables,0.4,kg,46194,897331.2,EUR,Store F,Germany,2020
28,corn,vegetables,0.3,kg,8167,899781.3,EUR,Store F,Germany,2020
29,sweetcorn,vegetables,0.4,kg,27939,910956.9,EUR,Store F,Germany,2020
30,sweet potato,vegetables,0.5,kg,17805,919859.4,EUR,Store F,Germany,2020
31,paprika,vegetables,2.0,kg,3630,927119.4,EUR,Store F,Germany,2020
32,jalepeno,vegetables,2.0,kg,50605,1028329.4,EUR,Store F,Germany,2020
33,ginger,vegetables,1.5,kg,21877,1061144.9,EUR,Store F,Germany,2020
34,garlic,vegetables,1.5,kg,18225,1088482.4,EUR,Store F,Germany,2020
35,peas,vegetables,3.0,kg,29405,1176697.4,EUR,Store F,Germany,2020
36,eggplant,vegetables,1.5,kg,19034,1205248.4,EUR,Store F,Germany,2020
1,banana,fruits,0.5,kg,2543,1271.5,EUR,Store G,Germany,2020
2,apple,fruits,0.7,kg,7168,6289.1,EUR,Store G,Germany,2020
3,pear,fruits,0.6,kg,72624,49863.5,EUR,Store G,Germany,2020
4,grapes,fruits,1.2,kg,37780,95199.5,EUR,Store G,Germany,2020
5,orange,fruits,0.8,kg,17485,109187.5,EUR,Store G,Germany,2020
6,kiwi,fruits,0.9,piece,26296,132853.9,EUR,Store G,Germany,2020
7,watermelon,fruits,5.0,kg,71949,492598.9,EUR,Store G,Germany,2020
8,pomegranate,fruits,2.5,kg,20139,542946.4,EUR,Store G,Germany,2020
9,pineapple,fruits,1.5,piece,31661,590437.9,EUR,Store G,Germany,2020
10,mango,fruits,2.0,piece,5512,601461.9,EUR,Store G,Germany,2020
11,cucumber,vegetables,0.4,piece,22102,610302.7,EUR,Store G,Germany,2020
12,carrot,vegetables,0.3,kg,62918,629178.1,EUR,Store G,Germany,2020
13,capsicum,vegetables,0.5,kg,13864,636110.1,EUR,Store G,Germany,2020
14,onion,vegetables,0.2,kg,47555,645621.1,EUR,Store G,Germany,2020
15,potato,vegetables,0.3,kg,25257,653198.2,EUR,Store G,Germany,2020
16,lemon,vegetables,0.4,kg,10209,657281.8,EUR,Store G,Germany,2020
17,tomato,vegetables,0.6,kg,15054,666314.2,EUR,Store G,Germany,2020
18,raddish,vegetables,0.3,kg,14580,670688.2,EUR,Store G,Germany,2020
19,beetroot,vegetables,0.4,kg,40869,687035.8,EUR,Store G,Germany,2020
20,cabbage,vegetables,0.5,piece,14416,694243.8,EUR,Store G,Germany,2020
21,lettuce,vegetables,0.6,piece,3336,696245.4,EUR,Store G,Germany,2020
22,spinach,vegetables,0.7,kg,6085,700504.9,EUR,Store G,Germany,2020
23,soy bean,vegetables,0.8,kg,32491,726497.7,EUR,Store G,Germany,2020
24,cauliflower,vegetables,0.6,piece,10313,732685.5,EUR,Store G,Germany,2020
25,bell pepper,vegetables,0.7,kg,49779,767530.8,EUR,Store G,Germany,2020
26,chilli pepper,vegetables,0.5,kg,47366,791213.8,EUR,Store G,Germany,2020
27,turnip,vegetables,0.4,kg,26147,801672.6,EUR,Store G,Germany,2020
28,corn,vegetables,0.3,kg,20572,807844.2,EUR,Store G,Germany,2020
29,sweetcorn,vegetables,0.4,kg,25179,817915.8,EUR,Store G,Germany,2020
30,sweet potato,vegetables,0.5,kg,3607,819719.3,EUR,Store G,Germany,2020
31,paprika,vegetables,2.0,kg,8644,837007.3,EUR,Store G,Germany,2020
32,jalepeno,vegetables,2.0,kg,17195,871397.3,EUR,Store G,Germany,2020
33,ginger,vegetables,1.5,kg,48513,944166.8,EUR,Store G,Germany,2020
34,garlic,vegetables,1.5,kg,6391,953753.3,EUR,Store G,Germany,2020
35,peas,vegetables,3.0,kg,64187,1146314.3,EUR,Store G,Germany,2020
36,eggplant,vegetables,1.5,kg,21499,1178562.8,EUR,Store G,Germany,2020
1,banana,fruits,0.5,kg,83385,41692.5,EUR,Store H,Germany,2020
2,apple,fruits,0.7,kg,21889,57014.8,EUR,Store H,Germany,2020
3,pear,fruits,0.6,kg,43329,83012.2,EUR,Store H,Germany,2020
4,grapes,fruits,1.2,kg,6131,90369.4,EUR,Store H,Germany,2020
5,orange,fruits,0.8,kg,467,90743.0,EUR,Store H,Germany,2020
6,kiwi,fruits,0.9,piece,56749,141817.1,EUR,Store H,Germany,2020
7,watermelon,fruits,5.0,kg,10507,194352.1,EUR,Store H,Germany,2020
8,pomegranate,fruits,2.5,kg,28392,265332.1,EUR,Store H,Germany,2020
9,pineapple,fruits,1.5,piece,461,266023.6,EUR,Store H,Germany,2020
10,mango,fruits,2.0,piece,12067,290157.6,EUR,Store H,Germany,2020
11,cucumber,vegetables,0.4,piece,14761,296062.0,EUR,Store H,Germany,2020
12,carrot,vegetables,0.3,kg,7827,298410.1,EUR,Store H,Germany,2020
13,capsicum,vegetables,0.5,kg,21790,309305.1,EUR,Store H,Germany,2020
14,onion,vegetables,0.2,kg,13547,312014.5,EUR,Store H,Germany,2020
15,potato,vegetables,0.3,kg,16415,316939.0,EUR,Store H,Germany,2020
16,lemon,vegetables,0.4,kg,3271,318247.4,EUR,Store H,Germany,2020
17,tomato,vegetables,0.6,kg,14132,326726.6,EUR,Store H,Germany,2020
18,raddish,vegetables,0.3,kg,6607,328708.7,EUR,Store H,Germany,2020
19,beetroot,vegetables,0.4,kg,186,328783.1,EUR,Store H,Germany,2020
20,cabbage,vegetables,0.5,piece,6806,332186.1,EUR,Store H,Germany,2020
21,lettuce,vegetables,0.6,piece,47739,360829.5,EUR,Store H,Germany,2020
22,spinach,vegetables,0.7,kg,29376,381392.7,EUR,Store H,Germany,2020
23,soy bean,vegetables,0.8,kg,2502,383394.3,EUR,Store H,Germany,2020
24,cauliflower,vegetables,0.6,piece,14977,392380.5,EUR,Store H,Germany,2020
25,bell pepper,vegetables,0.7,kg,21032,407102.9,EUR,Store H,Germany,2020
26,chilli pepper,vegetables,0.5,kg,191,407198.4,EUR,Store H,Germany,2020
27,turnip,vegetables,0.4,kg,57385,430152.4,EUR,Store H,Germany,2020
28,corn,vegetables,0.3,kg,36112,440986.0,EUR,Store H,Germany,2020
29,sweetcorn,vegetables,0.4,kg,59732,464878.8,EUR,Store H,Germany,2020
30,sweet potato,vegetables,0.5,kg,20098,474927.8,EUR,Store H,Germany,2020
31,paprika,vegetables,2.0,kg,84038,643003.8,EUR,Store H,Germany,2020
32,jalepeno,vegetables,2.0,kg,52049,747101.8,EUR,Store H,Germany,2020
33,ginger,vegetables,1.5,kg,2204,750407.8,EUR,Store H,Germany,2020
34,garlic,vegetables,1.5,kg,58535,838210.3,EUR,Store H,Germany,2020
35,peas,vegetables,3.0,kg,23417,908461.3,EUR,Store H,Germany,2020
36,eggplant,vegetables,1.5,kg,9484,922687.3,EUR,Store H,Germany,2020
1,banana,fruits,0.5,kg,18862,9431.0,EUR,Store I,Germany,2020
2,apple,fruits,0.7,kg,8603,15453.1,EUR,Store I,Germany,2020
3,pear,fruits,0.6,kg,28785,32724.1,EUR,Store I,Germany,2020
4,grapes,fruits,1.2,kg,29994,68716.9,EUR,Store I,Germany,2020
5,orange,fruits,0.8,kg,45902,105438.5,EUR,Store I,Germany,2020
6,kiwi,fruits,0.9,piece,16873,120624.2,EUR,Store I,Germany,2020
7,watermelon,fruits,5.0,kg,9923,170239.2,EUR,Store I,Germany,2020
8,pomegranate,fruits,2.5,kg,5651,184366.7,EUR,Store I,Germany,2020
9,pineapple,fruits,1.5,piece,45660,252856.7,EUR,Store I,Germany,2020
10,mango,fruits,2.0,piece,23548,299952.7,EUR,Store I,Germany,2020
11,cucumber,vegetables,0.4,piece,17655,307014.7,EUR,Store I,Germany,2020
12,carrot,vegetables,0.3,kg,8474,309556.9,EUR,Store I,Germany,2020
13,capsicum,vegetables,0.5,kg,1954,310533.9,EUR,Store I,Germany,2020
14,onion,vegetables,0.2,kg,8293,312192.5,EUR,Store I,Germany,2020
15,potato,vegetables,0.3,kg,79557,336059.6,EUR,Store I,Germany,2020
16,lemon,vegetables,0.4,kg,34713,349944.8,EUR,Store I,Germany,2020
17,tomato,vegetables,0.6,kg,18708,361169.6,EUR,Store I,Germany,2020
18,raddish,vegetables,0.3,kg,25616,368854.4,EUR,Store I,Germany,2020
19,beetroot,vegetables,0.4,kg,24300,378574.4,EUR,Store I,Germany,2020
20,cabbage,vegetables,0.5,piece,52653,404900.9,EUR,Store I,Germany,2020
21,lettuce,vegetables,0.6,piece,78119,451772.3,EUR,Store I,Germany,2020
22,spinach,vegetables,0.7,kg,26336,470207.5,EUR,Store I,Germany,2020
23,soy bean,vegetables,0.8,kg,9669,477942.7,EUR,Store I,Germany,2020
24,cauliflower,vegetables,0.6,piece,13359,485958.1,EUR,Store I,Germany,2020
25,bell pepper,vegetables,0.7,kg,51228,521817.7,EUR,Store I,Germany,2020
26,chilli pepper,vegetables,0.5,kg,29570,536602.7,EUR,Store I,Germany,2020
27,turnip,vegetables,0.4,kg,7507,539605.5,EUR,Store I,Germany,2020
28,corn,vegetables,0.3,kg,16995,544704.0,EUR,Store I,Germany,2020
29,sweetcorn,vegetables,0.4,kg,5185,546778.0,EUR,Store I,Germany,2020
30,sweet potato,vegetables,0.5,kg,23202,558379.0,EUR,Store I,Germany,2020
31,paprika,vegetables,2.0,kg,27004,612387.0,EUR,Store I,Germany,2020
32,jalepeno,vegetables,2.0,kg,21950,656287.0,EUR,Store I,Germany,2020
33,ginger,vegetables,1.5,kg,15718,679864.0,EUR,Store I,Germany,2020
34,garlic,vegetables,1.5,kg,24689,716897.5,EUR,Store I,Germany,2020
35,peas,vegetables,3.0,kg,84721,971060.5,EUR,Store I,Germany,2020
36,eggplant,vegetables,1.5,kg,42653,1035040.0,EUR,Store I,Germany,2020
1,banana,fruits,0.5,kg,14902,7451.0,EUR,Store J,Germany,2020
2,apple,fruits,0.7,kg,74720,59755.0,EUR,Store J,Germany,2020
3,pear,fruits,0.6,kg,12130,67033.0,EUR,Store J,Germany,2020
4,grapes,fruits,1.2,kg,41483,116812.6,EUR,Store J,Germany,2020
5,orange,fruits,0.8,kg,38560,147660.6,EUR,Store J,Germany,2020
6,kiwi,fruits,0.9,piece,3430,150747.6,EUR,Store J,Germany,2020
7,watermelon,fruits,5.0,kg,23416,267827.6,EUR,Store J,Germany,2020
8,pomegranate,fruits,2.5,kg,27836,337417.6,EUR,Store J,Germany,2020
9,pineapple,fruits,1.5,piece,24777,374583.1,EUR,Store J,Germany,2020
10,mango,fruits,2.0,piece,84563,543709.1,EUR,Store J,Germany,2020
11,cucumber,vegetables,0.4,piece,10642,547965.9,EUR,Store J,Germany,2020
12,carrot,vegetables,0.3,kg,30132,557005.5,EUR,Store J,Germany,2020
13,capsicum,vegetables,0.5,kg,47704,580857.5,EUR,Store J,Germany,2020
14,onion,vegetables,0.2,kg,2242,581305.9,EUR,Store J,Germany,2020
15,potato,vegetables,0.3,kg,9905,584277.4,EUR,Store J,Germany,2020
16,lemon,vegetables,0.4,kg,47847,603416.2,EUR,Store J,Germany,2020
17,tomato,vegetables,0.6,kg,66336,643217.8,EUR,Store J,Germany,2020
18,raddish,vegetables,0.3,kg,1813,643761.7,EUR,Store J,Germany,2020
19,beetroot,vegetables,0.4,kg,364,643907.3,EUR,Store J,Germany,2020
20,cabbage,vegetables,0.5,piece,38347,663080.8,EUR,Store J,Germany,2020
21,lettuce,vegetables,0.6,piece,19605,674843.8,EUR,Store J,Germany,2020
22,spinach,vegetables,0.7,kg,13850,684538.8,EUR,Store J,Germany,2020
23,soy bean,vegetables,0.8,kg,7553,690581.2,EUR,Store J,Germany,2020
24,cauliflower,vegetables,0.6,piece,79900,738521.2,EUR,Store J,Germany,2020
25,bell pepper,vegetables,0.7,kg,23449,754935.5,EUR,Store J,Germany,2020
26,chilli pepper,vegetables,0.5,kg,7200,758535.5,EUR,Store J,Germany,2020
27,turnip,vegetables,0.4,kg,23197,767814.3,EUR,Store J,Germany,2020
28,corn,vegetables,0.3,kg,26018,775619.7,EUR,Store J,Germany,2020
29,sweetcorn,vegetables,0.4,kg,19719,783507.3,EUR,Store J,Germany,2020
30,sweet potato,vegetables,0.5,kg,22665,794839.8,EUR,Store J,Germany,2020
31,paprika,vegetables,2.0,kg,36383,867605.8,EUR,Store J,Germany,2020
32,jalepeno,vegetables,2.0,kg,21312,910229.8,EUR,Store J,Germany,2020
33,ginger,vegetables,1.5,kg,68350,1012754.8,EUR,Store J,Germany,2020
34,garlic,vegetables,1.5,kg,11524,1030040.8,EUR,Store J,Germany,2020
35,peas,vegetables,3.0,kg,49177,1177571.8,EUR,Store J,Germany,2020
36,eggplant,vegetables,1.5,kg,3465,1182769.3,EUR,Store J,Germany,2020
1,banana,fruits,0.5,kg,12718,6359.0,EUR,Store K,Germany,2020
2,apple,fruits,0.7,kg,49839,41246.3,EUR,Store K,Germany,2020
3,pear,fruits,0.6,kg,85283,92416.1,EUR,Store K,Germany,2020
4,grapes,fruits,1.2,kg,89100,199336.1,EUR,Store K,Germany,2020
5,orange,fruits,0.8,kg,58403,246058.5,EUR,Store K,Germany,2020
6,kiwi,fruits,0.9,piece,39558,281660.7,EUR,Store K,Germany,2020
7,watermelon,fruits,5.0,kg,54298,553150.7,EUR,Store K,Germany,2020
8,pomegranate,fruits,2.5,kg,5536,566990.7,EUR,Store K,Germany,2020
9,pineapple,fruits,1.5,piece,11065,583588.2,EUR,Store K,Germany,2020
10,mango,fruits,2.0,piece,16168,615924.2,EUR,Store K,Germany,2020
11,cucumber,vegetables,0.4,piece,26395,626482.2,EUR,Store K,Germany,2020
12,carrot,vegetables,0.3,kg,17995,631880.7,EUR,Store K,Germany,2020
13,capsicum,vegetables,0.5,kg,4479,634120.2,EUR,Store K,Germany,2020
14,onion,vegetables,0.2,kg,7093,635538.8,EUR,Store K,Germany,2020
15,potato,vegetables,0.3,kg,54359,651846.5,EUR,Store K,Germany,2020
16,lemon,vegetables,0.4,kg,29582,663679.3,EUR,Store K,Germany,2020
17,tomato,vegetables,0.6,kg,833,664179.1,EUR,Store K,Germany,2020
18,raddish,vegetables,0.3,kg,27627,672467.2,EUR,Store K,Germany,2020
19,beetroot,vegetables,0.4,kg,42566,689493.6,EUR,Store K,Germany,2020
20,cabbage,vegetables,0.5,piece,6873,692930.1,EUR,Store K,Germany,2020
21,lettuce,vegetables,0.6,piece,4265,695489.1,EUR,Store K,Germany,2020
22,spinach,vegetables,0.7,kg,25819,713562.4,EUR,Store K,Germany,2020
23,soy bean,vegetables,0.8,kg,28014,735973.6,EUR,Store K,Germany,2020
24,cauliflower,vegetables,0.6,piece,28723,753207.4,EUR,Store K,Germany,2020
25,bell pepper,vegetables,0.7,kg,19241,766676.1,EUR,Store K,Germany,2020
26,chilli pepper,vegetables,0.5,kg,13838,773595.1,EUR,Store K,Germany,2020
27,turnip,vegetables,0.4,kg,14823,779524.3,EUR,Store K,Germany,2020
28,corn,vegetables,0.3,kg,30450,788659.3,EUR,Store K,Germany,2020
29,sweetcorn,vegetables,0.4,kg,9595,792497.3,EUR,Store K,Germany,2020
30,sweet potato,vegetables,0.5,kg,12761,798877.8,EUR,Store K,Germany,2020
31,paprika,vegetables,2.0,kg,41002,880881.8,EUR,Store K,Germany,2020
32,jalepeno,vegetables,2.0,kg,22966,926813.8,EUR,Store K,Germany,2020
33,ginger,vegetables,1.5,kg,38803,985018.3,EUR,Store K,Germany,2020
34,garlic,vegetables,1.5,kg,26166,1024267.3,EUR,Store K,Germany,2020
35,peas,vegetables,3.0,kg,29594,1113049.3,EUR,Store K,Germany,2020
36,eggplant,vegetables,1.5,kg,4923,1120433.8,EUR,Store K,Germany,2020
1,banana,fruits,0.5,kg,24583,12291.5,EUR,Store L,Germany,2020
2,apple,fruits,0.7,kg,25487,30132.4,EUR,Store L,Germany,2020
3,pear,fruits,0.6,kg,18856,41446.0,EUR,Store L,Germany,2020
4,grapes,fruits,1.2,kg,12834,56846.8,EUR,Store L,Germany,2020
5,orange,fruits,0.8,kg,56987,102436.4,EUR,Store L,Germany,2020
6,kiwi,fruits,0.9,piece,6129,107952.5,EUR,Store L,Germany,2020
7,watermelon,fruits,5.0,kg,58540,400652.5,EUR,Store L,Germany,2020
8,pomegranate,fruits,2.5,kg,45188,513622.5,EUR,Store L,Germany,2020
9,pineapple,fruits,1.5,piece,36205,567930.0,EUR,Store L,Germany,2020
10,mango,fruits,2.0,piece,14976,597882.0,EUR,Store L,Germany,2020
11,cucumber,vegetables,0.4,piece,19030,605494.0,EUR,Store L,Germany,2020
12,carrot,vegetables,0.3,kg,82992,630391.6,EUR,Store L,Germany,2020
13,capsicum,vegetables,0.5,kg,89821,675302.1,EUR,Store L,Germany,2020
14,onion,vegetables,0.2,kg,5480,676398.1,EUR,Store L,Germany,2020
15,potato,vegetables,0.3,kg,43932,689577.7,EUR,Store L,Germany,2020
16,lemon,vegetables,0.4,kg,13485,694971.7,EUR,Store L,Germany,2020
17,tomato,vegetables,0.6,kg,27709,711597.1,EUR,Store L,Germany,2020
18,raddish,vegetables,0.3,kg,30567,720767.2,EUR,Store L,Germany,2020
19,beetroot,vegetables,0.4,kg,81886,753521.6,EUR,Store L,Germany,2020
20,cabbage,vegetables,0.5,piece,6715,756879.1,EUR,Store L,Germany,2020
21,lettuce,vegetables,0.6,piece,34398,777517.9,EUR,Store L,Germany,2020
22,spinach,vegetables,0.7,kg,46166,809834.1,EUR,Store L,Germany,2020
23,soy bean,vegetables,0.8,kg,54773,853652.5,EUR,Store L,Germany,2020
24,cauliflower,vegetables,0.6,piece,12525,861167.5,EUR,Store L,Germany,2020
25,bell pepper,vegetables,0.7,kg,21147,875970.4,EUR,Store L,Germany,2020
26,chilli pepper,vegetables,0.5,kg,16480,884210.4,EUR,Store L,Germany,2020
27,turnip,vegetables,0.4,kg,5828,886541.6,EUR,Store L,Germany,2020
28,corn,vegetables,0.3,kg,26201,894401.9,EUR,Store L,Germany,2020
29,sweetcorn,vegetables,0.4,kg,45586,912636.3,EUR,Store L,Germany,2020
30,sweet potato,vegetables,0.5,kg,13497,919384.8,EUR,Store L,Germany,2020
31,paprika,vegetables,2.0,kg,32537,984458.8,EUR,Store L,Germany,2020
32,jalepeno,vegetables,2.0,kg,25411,1035280.8,EUR,Store L,Germany,2020
33,ginger,vegetables,1.5,kg,32792,1084468.8,EUR,Store L,Germany,2020
34,garlic,vegetables,1.5,kg,69945,1189386.3,EUR,Store L,Germany,2020
35,peas,vegetables,3.0,kg,20712,1251522.3,EUR,Store L,Germany,2020
36,eggplant,vegetables,1.5,kg,21612,1283940.3,EUR,Store L,Germany,2020
1,banana,fruits,0.5,kg,7187,3593.5,EUR,Store M,Germany,2020
2,apple,fruits,0.7,kg,29428,24193.1,EUR,Store M,Germany,2020
3,pear,fruits,0.6,kg,21551,37123.7,EUR,Store M,Germany,2020
4,grapes,fruits,1.2,kg,25042,67174.1,EUR,Store M,Germany,2020
5,orange,fruits,0.8,kg,60962,115943.7,EUR,Store M,Germany,2020
6,kiwi,fruits,0.9,piece,33021,145662.6,EUR,Store M,Germany,2020
7,watermelon,fruits,5.0,kg,85212,571722.6,EUR,Store M,Germany,2020
8,pomegranate,fruits,2.5,kg,8963,594130.1,EUR,Store M,Germany,2020
9,pineapple,fruits,1.5,piece,38563,651974.6,EUR,Store M,Germany,2020
10,mango,fruits,2.0,piece,82859,817692.6,EUR,Store M,Germany,2020
11,cucumber,vegetables,0.4,piece,2779,818804.2,EUR,Store M,Germany,2020
12,carrot,vegetables,0.3,kg,50791,834041.5,EUR,Store M,Germany,2020
13,capsicum,vegetables,0.5,kg,36726,852404.5,EUR,Store M,Germany,2020
14,onion,vegetables,0.2,kg,24166,857237.7,EUR,Store M,Germany,2020
15,potato,vegetables,0.3,kg,2364,857946.9,EUR,Store M,Germany,2020
16,lemon,vegetables,0.4,kg,62967,883133.7,EUR,Store M,Germany,2020
17,tomato,vegetables,0.6,kg,25868,898654.5,EUR,Store M,Germany,2020
18,raddish,vegetables,0.3,kg,33824,908801.7,EUR,Store M,Germany,2020
19,beetroot,vegetables,0.4,kg,70944,937179.3,EUR,Store M,Germany,2020
20,cabbage,vegetables,0.5,piece,19008,946683.3,EUR,Store M,Germany,2020
21,lettuce,vegetables,0.6,piece,4122,949156.5,EUR,Store M,Germany,2020
22,spinach,vegetables,0.7,kg,29007,969461.4,EUR,Store M,Germany,2020
23,soy bean,vegetables,0.8,kg,5473,973839.8,EUR,Store M,Germany,2020
24,cauliflower,vegetables,0.6,piece,22059,987075.2,EUR,Store M,Germany,2020
25,bell pepper,vegetables,0.7,kg,41714,1016275.0,EUR,Store M,Germany,2020
26,chilli pepper,vegetables,0.5,kg,7939,1020244.5,EUR,Store M,Germany,2020
27,turnip,vegetables,0.4,kg,24166,1029910.9,EUR,Store M,Germany,2020
28,corn,vegetables,0.3,kg,17801,1035251.2,EUR,Store M,Germany,2020
29,sweetcorn,vegetables,0.4,kg,13708,1040734.4,EUR,Store M,Germany,2020
30,sweet potato,vegetables,0.5,kg,28909,1055188.9,EUR,Store M,Germany,2020
31,paprika,vegetables,2.0,kg,11723,1078634.9,EUR,Store M,Germany,2020
32,jalepeno,vegetables,2.0,kg,7334,1093302.9,EUR,Store M,Germany,2020
33,ginger,vegetables,1.5,kg,10703,1109357.4,EUR,Store M,Germany,2020
34,garlic,vegetables,1.5,kg,64736,1206461.4,EUR,Store M,Germany,2020
35,peas,vegetables,3.0,kg,33823,1307930.4,EUR,Store M,Germany,2020
